belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return,name_collection
{'name':'sin datos' },10000000,"Horror, Science Fiction, Thriller",11336,en,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",11.194448,"Paramount Pictures, Lorimar Film Entertainment, Dino De Laurentiis Company",United States of America,1983-10-21,20766616.0,103.0,"English, Pусский",Released,"In his mind, he has the power to see the future. In his hands, he has the power to change it.",The Dead Zone,6.9,320.0,1983,0.0,sin datos
{'name':'sin datos' },10000000,"Action, Drama, Horror, Science Fiction",9980,en,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.",6.614078,De Laurentiis Entertainment Group (DEG),United States of America,1986-07-25,7433663.0,97.0,English,Released,Stephen King's masterpiece of terror directed by the master himself.,Maximum Overdrive,5.5,170.0,1986,4.24,sin datos
{'name':'sin datos' },0,"Drama, Horror",10657,en,"The devil in disguise comes to a quiet, peaceful town and opens a store called Needful Things. The store has an item for everyone in town. All the devil asks for in return is a few dirty pranks. Little do they know, that they've sold their souls, and the pranks escalate to murder.",10.560238,"New Line Cinema, Castle Rock Entertainment",United States of America,1993-08-27,0.0,120.0,English,Released,Buy Now. Pay Later.,Needful Things,5.9,136.0,1993,17.5,sin datos
{'name':'sin datos' },5000000,"Horror, Thriller",10489,en,"A friendly St. Bernard named ""Cujo"" contracts rabies and conducts a reign of terror on a small American town.",7.065626,"TAFT Entertainment Pictures, Sunn Classic Pictures",United States of America,1983-08-10,21200000.0,91.0,"English, Magyar",Released,Now there's a new name for terror...,Cujo,5.7,194.0,1983,1.9637700724637681,sin datos
"{'id': 115225, 'name': 'Children of the Corn Collection', 'poster_path': '/v6auJblMcNxUmZx23mQXMHmzyY3.jpg', 'backdrop_path': '/g4aK8Up5zSegesJdMYbxDcndn20.jpg'}",800000,"Drama, Fantasy, Horror, Thriller",10823,en,A boy preacher named Isaac goes to a town in Nebraska called Gatlin and gets all the children to murder every adult in town.,11.84696,"Hal Roach Studios, Cinema Group, Planet Productions, Angeles Entertainment Group, Inverness Productions, Gatlin",United States of America,1984-03-09,14000000.0,93.0,"English, Português, Español",Released,In their world adults are not allowed... to live.,Children of the Corn,5.6,243.0,1984,6.3834142,Children of the Corn Collection
"{'id': 140910, 'name': 'All Dogs Go to Heaven Collection', 'poster_path': '/yzuYenLnjAHbTPeu7DLAySbcNGi.jpg', 'backdrop_path': '/5JaMQn0PtPWGDIeGV8oqXSvJDKk.jpg'}",13800000,"Drama, Animation, Family, Comedy, Fantasy",11497,en,"When a casino owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy to prep his retaliation. He also stumbles on to an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares on what's waiting for him on the other side unless he can prove that he is worthy of Heaven again.",7.068389,"United Artists, Goldcrest Films International, Sullivan Bluth Studios","Ireland, United Kingdom, United States of America",1989-11-17,27100027.0,89.0,English,Released,But not all dogs stay there!,All Dogs Go to Heaven,6.3,244.0,1989,2.5271450769230768,All Dogs Go to Heaven Collection
"{'id': 11716, 'name': 'Addams Family Collection', 'poster_path': '/iqAjYCir8x2fc8eeQ2k4qZqOMP1.jpg', 'backdrop_path': '/gS5yZLrSJ6uNbsz17xoxf70X2Ws.jpg'}",30000000,"Horror, Comedy, Fantasy",2907,en,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",12.962525,"Paramount Pictures, Orion Pictures, Scott Rudin Productions",United States of America,1991-11-22,191502426.0,99.0,English,Released,Weird Is Relative,The Addams Family,6.7,871.0,1991,1.4231699863013698,Addams Family Collection
{'name':'sin datos' },26000000,"Drama, Romance, Comedy",9454,en,"A unique 16th century woman, Danielle possesses a love of books, and can easily quote from Sir Thomas More’s Utopia. An intriguing mix of tomboyish athleticism and physical beauty, she has more than enough charm to capture the heart of a prince ... after beaning him with an apple.",13.309701,Twentieth Century Fox Film Corporation,United States of America,1998-07-31,65705772.0,121.0,English,Released,Desire. Defy. Escape.,Ever After: A Cinderella Story,6.8,408.0,1998,0.13514,sin datos
{'name':'sin datos' },73000000,"Crime, Mystery",8688,en,"All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",11.604533,"Paramount Pictures, DeBart, Touchstone Pictures, Mel's Cite du Cinema","Canada, United States of America",1998-08-07,103891409.0,98.0,"Český, English",Released,Believe everything except your eyes.,Snake Eyes,5.8,331.0,1998,0.0,sin datos
{'name':'sin datos' },300000,Drama,118452,en,Joey and Sissel are two misfits spending most of their time together talking or having sex. Gradually and slowly their relationships are becoming boring for them.,0.546143,"Forensic Films, Toast Films",United States of America,1998-08-07,40542.0,94.0,English,Released,sin datos,"First Love, Last Rites",3.0,1.0,1998,0.0,sin datos
{'name':'sin datos' },0,"Comedy, Crime",16155,en,"Two untalented singers are mistaken for a pair of major league safe crackers in Providence, Rhode Island. The two are pressed into service by the local hoodlums and quickly find themselves in conflict with their professional colleagues. Romantic interest is added by the daughter of the underworld leader who won't date the men she knows are gangsters.",3.383704,"October Films, Andell Entertainment, Blue Guitar Films",United States of America,1998-08-17,0.0,88.0,English,Released,Welcome to the world of disorganised crime.,Safe Men,6.3,17.0,1998,1.7680108333333333,sin datos
{'name':'sin datos' },0,"Documentary, Foreign",48894,en,"Four men from a nomadic Tibetan tribe undertake their annual, ritualistic pilgrimage to a sacred salt lake. Salt gathered in this traditional fashion will be sold to provide the economic livelihood of the tribe for the coming year. The journey, necessary for the group's survival, also incorporates a number of rituals necessary for their culture to survive in the modern world.",0.113565,sin datos,"Germany, Switzerland",1997-04-25,0.0,108.0,", Deutsch",Released,sin datos,The Saltmen of Tibet,6.5,3.0,1997,0.0,sin datos
{'name':'sin datos' },7200000,"Crime, Drama, Romance",23954,en,"Lou (Burt Lancaster), a small time gangster who thinks he used to be something big, meets and falls for a sexy casino employee named Sally (Susan Sarandon). She needs his help realizing her dream of going to Monte Carlo, a symbol of the glamorous life that she has been looking for so desperately.",3.835188,"Paramount Pictures, Canadian Film Development Corporation (CFDC), Famous Players Limited, Selta Films, International Cinema Corporation (ICC), Cine-Neighbor","Canada, France",1980-09-02,12729678.0,104.0,"English, Français",Released,"She made him become what he always wanted to be - a lover, a hero, a rich man...and a killer!",Atlantic City,6.7,58.0,1980,4.4982252,sin datos
{'name':'sin datos' },0,"Music, Drama",12761,sv,"After a seven-year absence, Charlotte Andergast travels to Sweden to reunite with her daughter Eva. The pair have a troubled relationship: Charlotte sacrificed the responsibilities of motherhood for a career as a classical pianist. Over an emotional night, the pair reopen the wounds of the past. Charlotte gets another shock when she finds out that her mentally impaired daughter, Helena, is out of the asylum and living with Eva.",4.850503,"Personafilm, Incorporated Television Company (ITC), Filmédis, Suede Film","France, Germany, Sweden",1978-10-08,0.0,90.0,"English, svenska",Released,sin datos,Autumn Sonata,7.8,83.0,1978,0.0,sin datos
{'name':'sin datos' },7500000,Drama,396,en,Mike Nichols’ film from Edward Albee's play brought new themes to the film industry. Elizabeth Taylor and Richard Burton have never been more brilliant together as they portray an experienced married couple who love each other yet verbally attack one another when they see how boring their naïve newlywed guests have made their night.,5.564294,Chenault Productions,United States of America,1966-06-21,33736689.0,131.0,"English, Latin",Released,You are cordially invited to George and Martha's for an evening of fun and games,Who's Afraid of Virginia Woolf?,7.8,199.0,1966,0.0,sin datos
{'name':'sin datos' },0,"Thriller, Comedy, Crime, Adventure",14367,en,"When plans with her boyfriend fall through, high school senior Chris Parker ends up babysitting the Anderson kids, Brad and Sara. What should be a quiet night in, however, turns into a series of ridiculous exploits, starting when they leave the house to pick up Chris' friend Brenda. Soon, Brad's buddy Daryl is involved, and the group must contend with car thieves, blues musicians and much more.",7.230508,"Silver Screen Partners III, Touchstone Pictures",United States of America,1987-07-01,34368475.0,102.0,English,Released,She thought babysitting was easy money - until she started hanging out with the Andersons.,Adventures in Babysitting,6.6,169.0,1987,0.5,sin datos
{'name':'sin datos' },0,"Comedy, Romance, Fantasy",11814,en,"Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men.",11.104542,Universal Studios,United States of America,1985-08-01,38934048.0,94.0,English,Released,"If you can't get a date, make one!",Weird Science,6.4,375.0,1985,0.0,sin datos
{'name':'sin datos' },18000000,"Adventure, Fantasy, Comedy, Family, Music, Romance",16081,en,"Get ready for the wildest adventure of a lifetime in the most ambitious production ever brought to film. Earning a 1967 Academy Award nomination for Best Picture, this dazzling fantasy turns both ordinary and exotic animals into talking, dancing and singing sensations! Rex Harrison is unforgettable in this inspiring adaptation of Hugh Lofting's classic stories.Step into the English country home of the good doctor as he performs remarkable treatments on the wildest variety of patients you could imagine. Discover his secret cures and watch with wide-eyed excitement as he and his four-legged, fine-feathered friends charm their way into your heart!",3.896319,"Twentieth Century Fox Film Corporation, APJAC Productions",United States of America,1967-12-19,9000000.0,152.0,"English, Pусский",Released,Ride across the sea inside the GIANT PINK SEA SNAIL!,Doctor Dolittle,6.0,42.0,1967,0.0,sin datos
{'name':'sin datos' },0,"Comedy, Family, Romance, Science Fiction",18331,en,"Jerry Lewis directed, co-wrote and starred in this riotously funny movie that set a new standard for screen comedy and inspired the hit remake. Lewis plays a timid, nearsighted chemistry teacher who discovers a magical potion that can transform him into a suave and handsome Romeo. The Jekyll and Hyde game works well enough until the concoction starts to wear off at the most embarrassing times.",6.36551,"Paramount Pictures, Jerry Lewis Enterprises",United States of America,1963-06-04,0.0,107.0,"English, Français",Released,What does he become? What kind of monster?,The Nutty Professor,6.6,90.0,1963,3.713768,sin datos
"{'id': 263193, 'name': ""Charlotte's Web Collection"", 'poster_path': '/7sg3elvEwetbPtTbMwr9IuegAtD.jpg', 'backdrop_path': '/1FanC71rFOOJukt95FedjAI5iBk.jpg'}",0,"Animation, Drama, Family",15171,en,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",7.574372,"Paramount Pictures, Hanna-Barbera Productions, Sagittarius Productions",United States of America,1973-03-01,0.0,94.0,sin datos,Released,That humble radiant terrific book is now a humble radiant terrific movie.,Charlotte's Web,6.2,100.0,1973,2.095104714285714,Charlotte's Web Collection
